instance_id,checkpoint,sample_replicate,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w6_i1,199,0,1024,sampled_full_fisher,18244530465770264208,0,,1.0000551401468645,1.0000551401468645,3.5351104034749204e-15,0.9658281190851372,851573431670.9368,0.011037995835646568,1,199,203776,0.12314985727212806,1.0000000206937716,6,0.0,52,1378
ct_w6_i1,199,0,1024,ray_plus_residual,18244530465770264208,1,17.0,0.04755528337010162,0.04755528337010162,0.9524520669575395,0.9524520669575395,,37.13169216509819,0,17,17408,0.9786809656570102,0.20986040699642186,6,0.0,52,802
ct_w6_i1,199,1,1024,sampled_adam,6718997830645569757,0,,1.000100892109895,1.000100892109895,5.996697038280951e-16,0.9970283108361706,150614448344.07333,0.017523360754839297,1,199,203776,0.01730855390028377,1.0000505800467192,7,0.0,52,104
ct_w6_i1,199,1,1024,sampled_full_fisher,6718997830645569757,0,,1.000077922396411,1.000077922396411,9.088071064284084e-16,0.9657569188315034,414417896306.2588,0.019898359915130205,1,199,203776,0.11645950817557282,1.0000002328079856,7,0.0,52,1378
ct_w6_i1,199,1,1024,ray_plus_residual,6718997830645569757,1,17.0,0.06030015121845089,0.06030015121845089,0.9397078822962683,0.9397078822962683,,45.192367084152686,0,17,17408,0.9798819659112482,0.20367543612275046,7,0.0,52,802
ct_w6_i1,199,2,1024,sampled_adam,14887518027390064139,0,,1.0001333955154212,1.0001333955154212,4.7641769897581484e-15,0.9976533637747272,17345656428.2527,0.02112480686570688,1,199,203776,0.036673529656748534,0.999328397502935,6,0.0,52,104
ct_w6_i1,199,2,1024,sampled_full_fisher,14887518027390064139,0,,1.0000324618547225,1.0000324618547225,2.652612110024984e-17,0.9655382387143046,715068434089.3784,0.006189125946664055,1,199,203776,0.10875655729758824,0.9999999682325258,6,0.0,52,1378
ct_w6_i1,199,2,1024,ray_plus_residual,14887518027390064139,1,16.0,0.06411735587436773,0.06411735587436773,0.9358946395169501,0.9358946395169501,,49.570332069894945,0,16,16384,0.9794492265404233,0.20592275575663369,6,0.0,52,802
ct_w6_i1,199,3,1024,sampled_adam,12337781391579171274,0,,1.0001176790249033,1.0001176790249033,2.419926654274764e-14,0.9971891511954467,7640176602.2809,0.017404215274512618,1,199,203776,0.03397578384231969,0.9994308030097604,7,0.0,52,104
ct_w6_i1,199,3,1024,sampled_full_fisher,12337781391579171274,0,,1.0000631241248126,1.0000631241248126,1.1283948171316993e-14,0.9658043221029644,122560181863.56131,0.012421764332497092,1,199,203776,0.11556460376955856,0.9999999833506362,7,0.0,52,1378
ct_w6_i1,199,3,1024,ray_plus_residual,12337781391579171274,1,16.0,0.08286308814134458,0.08286308814134458,0.9171485913311038,0.9171485913311038,,62.4754640185903,0,16,16384,0.9800076672380755,0.20301853914752316,7,0.0,52,802
ct_w6_i1,199,4,1024,sampled_adam,2242112704369692309,0,,1.0001368389861902,1.0001368389861902,6.289765526238962e-15,0.9979208307274757,23413092635.425816,0.021551952042876583,1,199,203776,0.041206632585061444,0.9991996117485024,6,0.0,52,104
ct_w6_i1,199,4,1024,sampled_full_fisher,2242112704369692309,0,,1.0000348142841666,1.0000348142841666,6.565739867494961e-16,0.9653420084630372,943155586367.3722,0.005700013596364613,1,199,203776,0.13258590205288603,1.0000002089071043,6,0.0,52,1378
ct_w6_i1,199,4,1024,ray_plus_residual,2242112704369692309,1,17.0,0.05319743701956625,0.05319743701956625,0.9468115474026166,0.9468115474026166,,40.860104813094296,0,17,17408,0.9798679240773466,0.2037487008797851,6,0.0,52,802
ct_w6_i1,199,0,4096,sampled_adam,350679986322854448,0,,1.0000519147314897,1.0000519147314897,2.081776786187985e-16,0.9985868748230032,99830879715.72249,0.008002745074299303,1,199,815104,0.11123292036308757,0.9962997767308159,10,0.0,52,104
